track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
If You Want Me,One Less Reason,0.489,0.695,4,-5.551,0,0.0298,0.00323,9.28e-05,0.0879,0.228,114.952,242933,4,82.62176,8,0
My Destiny,Katharine McPhee,0.469,0.451,10,-7.242,1,0.0294,0.309,0,0.13,0.12,137.779,227400,4,35.29251,10,1
Medley: Down Once More / Track Down This Murderer,Andrew Lloyd Webber,0.302,0.11,1,-19.595,1,0.0487,0.672,0,0.362,0.0672,107.384,768640,3,24.50228,32,0
Hand Of Blood,Bullet For My Valentine,0.375,0.985,8,-2.754,1,0.0936,0.000246,0,0.07,0.455,94.468,217453,4,31.74349,9,0
There It Is,Ginuwine,0.611,0.523,2,-4.416,1,0.074,0.048,0,0.266,0.222,105.852,250427,4,40.21556,12,1
I'll Believe In Anything,Wolf Parade,0.308,0.942,0,-4.534,1,0.116,0.398,0,0.0494,0.148,144.063,276613,3,68.18679,10,0
Intro / I Want Rock and Roll (Live),Rúzsa Magdi,0.272,0.747,11,-8.889,0,0.197,0.753,0.00155,0.532,0.0719,88.981,174787,4,65.97281,4,0
Before He Cheats,Carrie Underwood,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,199947,4,40.54715,9,1
Melody Day - Four Tet Remix,Caribou,0.482,0.483,1,-11.049,0,0.03,0.694,0.415,0.0924,0.145,138.058,285707,4,41.36618,14,0
Shaman,Amorphis,0.378,0.82,0,-5.218,0,0.0405,8.11e-06,0.689,0.117,0.186,121.032,295573,4,29.05351,13,0
Heard 'Em Say,Kanye West Featuring Adam Levine,0.727,0.696,7,-8.313,0,0.165,0.0535,0.0454,0.128,0.559,95.067,203733,4,25.72251,8,1
Sprite: Melonball Bounce,Raymond Scott,0.768,0.648,2,-12.307,1,0.13,0.974,0.00205,0.218,0.493,102.063,61427,4,7.80022,3,0
Polka Efter Blinda-Pelle,Tallari,0.423,0.401,7,-11.165,1,0.0316,0.811,0.751,0.102,0.427,97.449,230400,4,43.82327,9,0
Good Times,Tommy Lee,0.495,0.837,7,-4.289,1,0.0397,0.000968,1.08e-06,0.225,0.544,89.06,186874,4,34.6596,6,1
teachme,Musiq Soulchild,0.499,0.61,8,-5.11,0,0.135,0.473,0,0.0722,0.436,172.969,260773,3,37.14811,12,1
Country Man,Luke Bryan,0.739,0.836,4,-4.433,1,0.0307,0.031,0,0.494,0.858,120.001,190227,4,47.70017,8,1
Paschendale - 2015 Remaster,Iron Maiden,0.168,0.941,6,-5.303,0,0.0938,0.0119,2.04e-05,0.069,0.188,89.221,508200,4,19.15649,17,0
Slo_Drum,Ultra Milkmaids,0.215,0.685,4,-10.622,0,0.0645,6.11e-06,0.734,0.073,0.0771,61.246,136507,4,90.08918,5,0
Omigod You Guys,Annaleigh Ashford,0.57,0.481,7,-9.741,1,0.645,0.497,0,0.425,0.622,159.939,346813,4,25.19407,16,0
Ann - Remastered,The Stooges,0.292,0.462,6,-7.545,0,0.0261,0.00437,0.00167,0.168,0.068,99.715,179627,4,42.88547,8,0
Zara Sa,Pritam,0.467,0.91,11,-3.057,0,0.0516,0.12,0.000308,0.271,0.696,163.792,303680,4,25.13566,15,0
Walking The Dog,fun.,0.763,0.631,2,-6.424,1,0.0652,0.0436,0,0.425,0.839,108.515,219920,4,35.83798,11,0
Jump in the Line,Harry Belafonte,0.601,0.8,9,-9.509,0,0.322,0.676,0,0.611,0.868,113.612,224733,4,18.69713,12,0
Wall To Wall,Chris Brown,0.596,0.54,7,-6.723,0,0.11,0.00398,0,0.127,0.579,188.003,223187,4,40.69407,11,1
Folk Raider,Fiddler's Green,0.637,0.776,6,-6.623,0,0.0326,0.00937,0.000258,0.342,0.916,94.984,219333,4,79.85526,6,0
Entry Level Exit Wounds,Veil Of Maya,0.307,0.951,1,-5.369,1,0.231,6.3e-05,1.54e-05,0.666,0.436,160.101,171147,4,35.52652,8,0
"Sixteenth Century French Dances:Basse Dance ""Au Pres De Vous""",Michael Praetorius,0.352,0.0185,0,-30.023,1,0.0523,0.995,0.919,0.113,0.609,80.617,128067,3,45.09639,6,0
Best Of Intentions,Travis Tritt,0.659,0.468,8,-7.439,1,0.0232,0.363,0,0.0964,0.37,99.066,257400,4,46.85867,15,1
Read Your Mind,Avant,0.755,0.381,8,-6.696,0,0.0711,0.291,5.13e-06,0.0974,0.695,73.108,263507,4,159.30321,6,1
Be OK,Ingrid Michaelson,0.821,0.773,4,-6.741,1,0.0464,0.13,0,0.116,0.954,133.053,147680,4,37.6119,7,1
Era la notte (Otello),Paul Schöffler,0.266,0.149,0,-20.417,1,0.0469,0.991,0.00501,0.302,0.0394,84.819,257067,4,29.22785,14,0
Kielo - Folk Aesthetic Version,Tenhi,0.199,0.264,11,-14.976,0,0.0322,0.938,0.916,0.124,0.0381,95.662,642093,4,56.36069,27,0
Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,0.758,0.642,7,-8.128,0,0.221,0.0745,0,0.191,0.701,142.078,268067,4,28.39168,15,1
I Still Miss You,Keith Anderson,0.505,0.763,3,-5.386,1,0.0297,0.14,0,0.0949,0.446,156.024,235907,4,39.42473,12,1
Thrash Till Death - Live in Wacken,Destruction,0.215,0.996,7,-2.952,1,0.44,0.000284,0.0688,0.349,0.0894,183.358,397067,3,50.34649,15,0
Epiphany (I'm Leaving),Chrisette Michele,0.727,0.676,7,-4.556,1,0.25,0.304,0,0.5,0.391,163.021,208600,4,28.35282,10,1
Path Through The Forest,The Factory,0.414,0.921,3,-5.486,0,0.0551,0.00182,0.811,0.146,0.658,130.502,238693,4,39.83845,12,0
Forever & Always,Taylor Swift,0.608,0.821,10,-4.985,1,0.0576,0.0752,0,0.11,0.544,128.042,225320,4,44.7255,8,1
See You Again,Miley Cyrus,0.692,0.911,9,-5.098,0,0.177,0.0149,7.34e-05,0.112,0.801,138.975,190453,4,56.11415,8,1
Only Lovers Left Alive,The (International) Noise Conspiracy,0.262,0.899,2,-5.634,1,0.076,0.000343,0,0.119,0.648,173.278,162333,4,28.34072,9,0
Ass Up - Original Radio Edit,Baracuda,0.765,0.655,11,-7.83,0,0.0408,0.00901,2.69e-06,0.108,0.458,130.022,183067,4,82.22937,5,0
Lot Of Leavin' Left To Do,Dierks Bentley,0.578,0.878,11,-3.434,1,0.0287,0.00112,0.0146,0.6,0.693,118.029,272627,4,37.96381,11,1
Master of None,Beach House,0.492,0.344,5,-15.259,1,0.0259,0.674,0.531,0.0933,0.247,86.485,199414,4,21.19259,9,0
Two Tone Cadillac,T Bird and the Breaks,0.459,0.801,7,-4.903,1,0.0476,0.0288,0,0.278,0.809,97.475,275760,4,71.2548,8,0
Should've Said No,Taylor Swift,0.726,0.28,6,-11.744,0,0.941,0.83,0,0.144,0.591,118.747,81270,4,54.14363,4,1
Ich möcht' so gerne Metal hör'n - Live,J.B.O.,0.549,0.8,8,-5.47,1,0.213,0.0747,0,0.7,0.568,146.301,300427,4,42.45803,13,0
It Happens,Sugarland,0.641,0.724,8,-3.843,1,0.0483,0.00631,7.08e-05,0.0724,0.748,89.971,181253,4,46.1078,8,1
Tell Me Baby,Red Hot Chili Peppers,0.695,0.993,0,-3.114,1,0.0612,0.00177,0.00246,0.0814,0.281,107.951,247667,4,111.61365,4,1
III - from Composition/Improvisation 3,Roscoe Mitchell,0.284,0.811,11,-12.034,1,0.335,0.586,0.171,0.117,0.0694,110.477,1115040,3,38.13576,24,0
Unbroken,Tim McGraw,0.595,0.792,1,-6.979,0,0.0286,0.0865,0,0.0769,0.536,119.8,241427,4,27.30312,12,1
Together,David Rovics,0.534,0.287,2,-10.866,1,0.0323,0.357,0,0.116,0.298,85.711,178187,4,27.14122,7,0
Too Much Of A Good Thing,Alan Jackson,0.712,0.496,2,-7.816,1,0.0237,0.19,0.000388,0.0966,0.473,108.036,188320,4,21.26254,10,1
Enginn Prikantur Her,Leoncie,0.696,0.883,7,-5.209,1,0.115,0.527,0,0.0923,0.927,154.913,124720,4,30.62877,7,0
Medicine Buddha Mantra,Lama Gyurme,0.46,0.275,10,-12.14,0,0.0299,0.863,0.955,0.13,0.148,111.337,451840,4,29.86541,16,0
Le Brasier De Tristesse,Sylvain Chauveau,0.371,0.0883,0,-20.105,1,0.0446,0.994,0.88,0.103,0.0972,113.327,216747,4,29.02651,8,0
When The Sun Goes Down,Kenny Chesney & Uncle Kracker,0.798,0.741,9,-6.802,1,0.0284,0.0432,3e-06,0.252,0.708,104.945,290560,4,33.99808,13,1
Somebody Like You,Keith Urban,0.624,0.84,4,-5.768,1,0.0337,0.108,0.000546,0.144,0.656,111.02,323040,4,22.49785,11,1
Batman's A Deadman,International Superheroes Of Hardcore,0.415,0.923,0,-5.793,1,0.213,0.00788,0,0.165,0.531,97.587,145547,4,30.30208,5,0
The Hunter,Derdian,0.345,0.989,11,-2.557,1,0.123,0.00127,0,0.0526,0.184,200.046,357640,4,44.36667,17,0
Life's What You Make It,Hannah Montana,0.628,0.941,0,-3.305,1,0.0508,0.0519,0,0.519,0.85,143.999,188467,4,14.34396,12,1
Modern Romance,TV On The Radio,0.426,0.471,10,-13.897,1,0.0336,0.962,0.489,0.107,0.129,76.353,251440,4,21.16256,9,0
It's Good To Be Us,Bucky Covington,0.497,0.89,4,-3.201,1,0.0333,0.002,0,0.182,0.604,135.089,184587,4,37.66033,10,1
Like Tears In Rain,Covenant,0.549,0.714,11,-9.668,0,0.0358,0.0391,0.263,0.171,0.42,128.012,351272,4,31.31162,14,0
Good Time,Alan Jackson,0.652,0.767,9,-10.445,1,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,306773,4,45.29236,12,1
Kanna,E. Gayathri,0.532,0.586,6,-8.011,0,0.0526,0.858,0.638,0.173,0.731,167.897,359480,3,29.9336,13,0
Selfish,Slum Village Featuring Kanye West & John Legend,0.71,0.597,7,-6.468,1,0.239,0.221,0,0.432,0.49,95.769,225400,4,45.74119,8,1
Good Little Girls,Blue County,0.668,0.808,2,-5.26,1,0.0384,0.0193,0,0.0294,0.778,122.001,181800,3,35.61389,8,1
"A Little Less Sixteen Candles, A Little More Touch Me",Fall Out Boy,0.538,0.889,7,-3.586,1,0.0596,0.00702,0,0.312,0.695,133.044,169027,4,29.83664,9,1
These Words,Natasha Bedingfield,0.734,0.635,5,-7.03,1,0.0816,0.0322,0,0.0808,0.931,96.99,216360,4,28.57958,9,1
The Business,Yung Berg Featuring Casha,0.63,0.726,7,-5.372,1,0.177,0.00867,0,0.0864,0.327,133.317,253840,4,24.60232,12,1
That's When I Love You,Phil Vassar,0.552,0.831,10,-4.819,1,0.0402,0.236,0,0.0907,0.604,111.061,208880,4,19.01784,10,1
Candy,Mandy Moore,0.813,0.836,7,-4.23,1,0.0881,0.178,6.63e-05,0.154,0.677,100.491,234133,4,23.9433,7,1
Waking the Demon,Bullet For My Valentine,0.306,0.995,2,-3.203,1,0.1,2.98e-05,0.00859,0.254,0.135,127.908,247693,4,38.6354,8,0
Fiesta De Locos,Calle 13,0.771,0.927,9,-4.876,1,0.292,0.268,0,0.0998,0.734,104.94,267633,4,28.38548,14,0
Scream,Adelitas Way,0.5,0.967,1,-4.725,1,0.0622,0.00052,0,0.333,0.399,99.948,214347,4,19.48803,11,0
Take It Like a Man,Christian Borle,0.442,0.315,11,-11.254,1,0.0874,0.724,0,0.33,0.385,135.319,253147,4,17.71533,15,0
Heavy Metal,Les 3 Fromages,0.451,0.937,2,-3.187,1,0.0688,5.41e-05,1.51e-05,0.615,0.289,88.02,167000,4,25.39242,7,0
Cada Martes,División Minúscula,0.496,0.921,6,-4.771,0,0.0445,0.00228,1.49e-05,0.641,0.49,97.35,310000,4,164.26578,6,0
High Speed GTO,White Wizzard,0.252,0.941,6,-4.264,0,0.096,0.00041,0.000352,0.159,0.357,84.029,237187,4,65.55364,8,0
He Could Be The One,Hannah Montana,0.602,0.894,4,-3.975,1,0.032,0.00154,0,0.433,0.643,125.988,180800,4,26.33832,9,1
Coming Back Around - Domu Re-Beat Mix,Domu,0.364,0.866,1,-6.798,1,0.139,0.0134,0.00618,0.109,0.963,189.091,374773,3,29.83122,19,0
Play,David Banner,0.837,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,230133,4,63.60038,10,1
Solitaire,Clay Aiken,0.267,0.619,9,-5.392,1,0.0298,0.324,1.17e-06,0.148,0.185,146.1,327827,4,94.56943,12,1
Who Invited The Russian Soldier?,Every Time I Die,0.283,0.995,6,-3.737,1,0.226,0.0368,0,0.386,0.169,158.767,165253,4,78.23402,6,0
Chaos and Brutality,Hirax,0.355,0.963,7,-5.812,1,0.196,0.000283,0.00173,0.333,0.153,109.286,270760,4,29.8863,9,0
Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,0.559,0.733,2,-5.659,0,0.171,0.314,0,0.284,0.611,145.115,316053,4,54.46823,10,1
Let's Get It Started,The Black Eyed Peas,0.785,0.794,2,-2.197,1,0.113,0.103,0,0.196,0.783,105,217213,4,51.25644,7,1
Seventeen Forever,Metro Station,0.569,0.793,0,-5.041,0,0.0329,0.00172,0.00054,0.136,0.687,139.979,174133,4,27.88857,7,1
Southside,Lloyd Featuring Ashanti,0.687,0.404,9,-9.481,0,0.0812,0.377,0,0.0813,0.448,75.009,277840,3,105.07878,7,1
New World,DeVotchKa,0.358,0.467,4,-9.757,1,0.0261,0.41,0.0475,0.0951,0.209,189.485,314840,3,23.57104,11,0
Shine On,Jens Buchert,0.546,0.401,9,-12.319,0,0.0358,0.00819,0.839,0.126,0.192,70.165,238227,4,21.75329,6,0
Wake Skadi,Hagalaz' Runedance,0.643,0.713,2,-9.348,1,0.0298,0.0303,0.17,0.0811,0.29,112.674,270320,4,16.41262,8,0
Papers,Usher,0.802,0.556,1,-5.395,1,0.0418,0.0339,0,0.0958,0.158,120.047,261413,4,20.52582,16,1
Grace Kelly,MIKA,0.671,0.82,0,-5.796,1,0.048,0.0194,0.0133,0.361,0.685,122.361,187733,4,26.94381,8,1
Wasted,Carrie Underwood,0.548,0.775,8,-3.285,1,0.0306,0.0936,0,0.0721,0.311,94.998,274267,4,27.07609,12,1
Half Mast,Empire of the Sun,0.775,0.736,0,-4.966,1,0.0303,0.00373,0.00669,0.506,0.778,126.966,234360,4,38.37047,11,0
The Rip,Portishead,0.471,0.484,9,-9.414,0,0.0317,0.925,0.499,0.0987,0.236,74.982,270947,4,27.48466,10,0
Martir,Silver Fist,0.545,0.91,2,-2.837,0,0.0589,9.72e-05,0,0.0923,0.491,110.003,241053,4,40.29833,11,0
Go On Girl,Ne-Yo,0.637,0.521,4,-6.959,1,0.109,0.155,0,0.0945,0.562,83.896,261427,4,20.64442,14,1
Lips Of An Angel,Hinder,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,261853,4,37.87256,9,1
Call On Me,Janet & Nelly,0.728,0.541,6,-8.954,1,0.0518,0.429,0.0129,0.145,0.586,82.005,308533,4,37.29823,13,1
Regret,LeToya Featuring Ludacris,0.692,0.714,5,-5.602,0,0.354,0.0151,0,0.067,0.501,179.975,245293,4,34.70502,14,1
Old Dreams and Memories,Mahogany,0.568,0.562,8,-10.861,1,0.0304,0.732,0,0.0978,0.746,124.948,201267,4,62.82488,8,0
La La La,LMFAO,0.607,0.807,0,-6.548,0,0.126,0.0067,1.18e-06,0.251,0.565,128.046,210560,4,29.23297,8,1
Touch of Emptiness,Crimson Moonlight,0.161,0.958,9,-5.594,0,0.0834,0.00143,0.221,0.208,0.166,102.972,449600,4,55.39911,17,0
Here To Stay,Korn,0.564,0.947,2,-4.998,1,0.0448,7.81e-06,0.828,0.373,0.351,100.002,270960,4,29.87313,13,1
This Woman's Work,Maxwell,0.467,0.329,8,-9.165,1,0.0326,0.676,3.69e-05,0.108,0.141,113.643,240320,4,26.36427,11,1
Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",0.733,0.744,1,-3.51,1,0.0553,0.0772,0,0.341,0.529,92.515,241133,4,26.5049,11,1
Lifestyles Of The Rich And Famous,Good Charlotte,0.62,0.93,1,-3.685,1,0.0374,0.00043,0,0.0686,0.609,106.22,190173,4,18.98864,7,1
It Feels So Good,Sonique,0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012,240867,4,31.65055,9,1
Omkaara Rupaana,K. J. Yesudas,0.517,0.719,4,-6.734,0,0.357,0.654,0,0.724,0.71,165.66,220473,5,15.11497,11,0
Braid My Hair,Mario,0.687,0.619,5,-6.733,0,0.0533,0.0829,0,0.188,0.449,134.037,247267,4,39.487,11,1
The Bird Rock,Three Weird Sisters,0.256,0.36,4,-12.427,0,0.0317,0.512,0,0.0805,0.24,152.141,174107,3,43.70083,9,0
Unbreakable,Alicia Keys,0.504,0.429,8,-12.735,0,0.232,0.0145,0.00149,0.628,0.33,83.711,274000,4,34.94737,11,1
The Christmas Shoes,NewSong,0.438,0.386,4,-10.024,1,0.034,0.689,0,0.113,0.281,131.926,291200,4,36.38536,12,1
So Small,Carrie Underwood,0.426,0.784,3,-3.225,1,0.0421,0.306,0,0.0695,0.272,147.939,225213,3,39.06367,7,1
Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,0.789,0.881,11,-5.758,1,0.0331,0.108,0,0.355,0.647,133.301,236600,4,46.90325,9,1
Asteroid 4179 - Toutatis,Kaija Saariaho,0.165,0.0875,4,-28.608,0,0.0395,0.274,0.802,0.0741,0.0406,110.915,276320,4,51.74065,14,0
Say Yes,Floetry,0.747,0.398,5,-12.932,0,0.0743,0.211,1.42e-06,0.113,0.428,117.901,268373,1,26.68804,10,1
In A Sweater Poorly Knit,mewithoutYou,0.425,0.79,9,-6.675,1,0.0471,0.0157,0.000255,0.0625,0.297,120.998,326067,4,39.90177,11,0
Timebomb - Cube::Hard Remix,CLSM,0.419,0.979,0,-5.307,1,0.175,0.000966,0.000282,0.373,0.155,174.905,270160,4,45.46886,9,0
Got Some Teeth,Obie Trice,0.785,0.864,10,-2.955,0,0.192,0.19,9.19e-06,0.345,0.776,106.495,227027,4,28.29391,12,1
Metal War,Rawhead Rexx,0.447,0.974,11,-3.776,0,0.176,1.02e-05,0.359,0.202,0.0907,127.332,203520,4,45.39186,9,0
The Rock Garden,Bedlam Bards,0.585,0.109,11,-24.096,0,0.0841,0.875,0.826,0.101,0.408,113.369,59907,4,35.89846,4,0
Go!,Common,0.838,0.763,10,-11.132,0,0.227,0.0915,1.37e-05,0.123,0.544,104.958,224160,4,33.1031,11,1
Tim McGraw,Taylor Swift,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,232107,4,37.2285,13,1
Stars,The xx,0.676,0.2,9,-17.735,0,0.0282,0.826,0.0289,0.144,0.176,104.016,262640,4,39.8548,12,0
Collapse Of The Wave Function,Schloss Tegal,0.162,0.98,1,-9.488,1,0.125,0.901,0.925,0.175,0.0193,129.706,252187,3,32.46683,10,0
A Thousand Miles,Vanessa Carlton,0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931,237493,4,30.80049,11,1
Who Wouldn't Wanna Be Me,Keith Urban,0.666,0.817,2,-6.072,1,0.0453,0.115,1.18e-05,0.0668,0.826,120.02,221120,4,28.31947,11,1
Knights,Crystal Castles,0.605,0.588,8,-5.924,0,0.0339,1.41e-05,0.609,0.0927,0.81,111.989,193707,4,34.07736,8,0
Pagan Poetry,Björk,0.513,0.46,1,-8.201,0,0.0298,0.484,5.04e-06,0.0816,0.139,131.984,314867,4,44.36302,12,0
I Love Acid,Luke Vibert,0.804,0.872,6,-7.931,1,0.052,0.00595,0.521,0.211,0.856,110.409,259027,4,34.8959,11,0
People Are Crazy,Billy Currington,0.651,0.699,5,-5.006,1,0.0265,0.213,0.000265,0.12,0.36,141.938,231360,4,48.70181,10,1
Apologize,Silverstein,0.478,0.72,1,-6.845,1,0.0415,0.000728,0,0.0947,0.26,135.129,175320,4,29.0577,11,0
Electrical Storm,U2,0.229,0.5,4,-6.769,1,0.0312,0.166,0.000248,0.454,0.185,96.022,277467,4,34.31841,8,1
Remember When,Alan Jackson,0.558,0.314,2,-10.623,1,0.0295,0.709,0.000319,0.193,0.267,125.59,271280,4,86.75239,11,1
Thumari - Folk,Vikash Maharaj,0.494,0.446,10,-14.902,1,0.0527,0.889,0.582,0.15,0.256,138.779,607413,4,38.69155,25,0
You Can Get It All,Bow Wow Featuring Johnta Austin,0.783,0.765,9,-5.227,1,0.145,0.31,0,0.0777,0.692,89.006,216840,4,26.08688,9,1
Linda Cançao,Barrio Jazz Gang,0.805,0.693,9,-10.266,0,0.0409,0.0605,0.831,0.06,0.861,120.023,245056,4,32.55561,12,0
(When You Gonna) Give It Up To Me,Sean Paul Featuring Keyshia Cole,0.711,0.761,8,-3.04,1,0.225,0.067,0,0.041,0.718,95.824,243880,4,62.62715,12,1
Dum I Huet,Joddla Med Siv,0.703,0.867,0,-4.309,1,0.0253,0.246,0,0.313,0.82,96.006,286427,4,30.77296,12,0
Techno Dream,Shades of Rhythm,0.725,0.752,10,-12.972,0,0.0615,0.0154,0.79,0.105,0.134,130.797,283653,4,23.39094,11,0
Sahti Waari,Turisas,0.42,0.885,0,-6.611,1,0.0466,0.00243,0.921,0.31,0.68,159.853,148293,4,24.90147,10,0
Get Through This,Art Of Dying,0.561,0.929,2,-3.201,1,0.128,0.000249,0.00027,0.0588,0.472,133.129,148107,4,29.82113,8,0
House On Me,Young Dro,0.658,0.947,10,-4.12,0,0.384,0.288,0,0.344,0.506,88.27,229512,4,39.93658,10,0
Stop And Stare,OneRepublic,0.492,0.859,4,-4.274,1,0.0332,0.0659,0,0.0756,0.251,92.474,223853,4,55.18632,8,1
Chrome,Trace Adkins,0.474,0.924,9,-3.923,1,0.062,0.112,6.93e-06,0.229,0.774,179.746,201693,4,22.63658,10,1
Gimme Danger,The Stooges,0.361,0.859,3,-5.122,0,0.0585,0.00339,0.679,0.0864,0.231,132.222,213800,4,67.41761,10,0
I Need You,LeAnn Rimes,0.478,0.736,7,-7.124,1,0.0367,0.02,9.58e-05,0.118,0.564,144.705,229827,4,30.74128,12,1
Single,Natasha Bedingfield,0.621,0.644,2,-5.624,1,0.115,0.0466,0,0.549,0.526,168.015,237600,4,34.20135,11,1
Nuke The Cross,Toxic Holocaust,0.396,0.983,2,-5.001,1,0.0591,1.13e-05,0.531,0.24,0.457,99.29,167800,4,47.84912,6,0
Mindhalálig Rock and Roll - Live,Kalapács,0.25,0.975,2,-5.394,1,0.2,0.00775,8.37e-05,0.917,0.148,177.952,277533,4,75.5265,10,0
I'm Gonna Getcha Good!,Shania Twain,0.738,0.76,1,-4.521,1,0.0305,0.0359,0,0.183,0.944,123.993,270827,4,48.27846,14,1
Change,Taylor Swift,0.541,0.77,5,-4.17,1,0.0354,0.00408,0,0.117,0.215,96.013,280240,4,47.68918,12,1
Megalomaniac,Incubus,0.532,0.943,7,-4.549,0,0.0512,0.0056,0.000587,0.317,0.371,140.042,294800,4,31.64206,12,1
What Hurts The Most,Rascal Flatts,0.537,0.674,5,-5.134,0,0.0277,0.0088,0,0.265,0.33,136.002,214107,4,40.21927,10,1
Upton Jail,Nigel Eaton,0.332,0.353,5,-15.538,1,0.0483,0.159,0.511,0.223,0.301,121.303,160360,4,34.81736,5,0
Cloud Dancer,Solomun,0.811,0.726,1,-7.883,0,0.0442,0.00016,0.775,0.109,0.311,124.005,403693,4,60.05914,12,0
Part II,Method Man & Redman,0.775,0.837,10,-4.965,0,0.39,0.0383,0,0.315,0.807,95.86,244600,4,34.09342,10,1
Chasing Pavements,Adele,0.621,0.473,5,-6.07,0,0.0251,0.312,0,0.11,0.325,80.027,210507,4,25.109,11,1
Time Warp,The Rocky Horror Show Original Cast,0.455,0.804,2,-10.648,1,0.468,0.352,3.39e-06,0.0838,0.45,160.02,210373,4,48.21939,11,0
Shamu,Vincent de Moor,0.688,0.838,0,-13.33,0,0.0358,0.07,0.91,0.0927,0.758,137.047,389440,4,88.06805,11,0
American Soldier,Toby Keith,0.565,0.541,9,-8.426,1,0.0376,0.193,3.45e-06,0.0582,0.226,82.006,263333,4,59.17569,10,1
Let Me In,Young Buck,0.685,0.89,1,-4.302,0,0.32,0.117,0,0.0399,0.67,91.196,224253,4,42.08394,10,1
Moon,Jeunesse D'Ivoire,0.32,0.492,5,-6.388,1,0.0338,0.688,0.00399,0.288,0.0356,110.064,187413,1,22.05484,10,0
Sweet Talk,Dear and the Headlights,0.429,0.913,11,-5.945,1,0.0431,0.000319,4.73e-05,0.101,0.739,161.122,177067,4,36.97701,9,0
I Don't Want To Be,Gavin DeGraw,0.423,0.862,0,-5.13,0,0.0695,0.00791,0,0.133,0.462,154.746,217760,4,37.31692,11,1
Ghost,Mnemic,0.549,0.937,1,-5.049,1,0.0852,4.84e-06,0.883,0.192,0.185,110.997,335400,4,84.23188,8,0
Angel,Natasha Bedingfield,0.566,0.749,2,-4.435,1,0.0507,0.0574,0,0.388,0.503,134.909,246947,4,101.60279,10,1
What Would You Do (If You Married A Soldier)?,Beatnik Turtle,0.489,0.915,2,-7.551,1,0.109,0.35,8.97e-06,0.29,0.777,134.932,92387,4,44.97998,5,0
Like A Boy,Ciara,0.701,0.724,0,-5.751,0,0.145,0.267,0,0.0867,0.425,132.035,237053,4,74.40183,9,1
Kala Chashma,Amar Arshi,0.759,0.947,6,-6.845,1,0.127,0.312,0.219,0.322,0.942,95.01,382169,4,99.07484,18,0
Autobots,Steve Jablonsky,0.392,0.492,7,-14.757,0,0.057,0.572,0.959,0.109,0.175,80.016,153027,3,63.49976,4,0
Kiru Kiru,Karthik,0.795,0.599,0,-9.877,1,0.069,0.127,3.39e-06,0.0637,0.656,103.987,269710,4,23.74657,15,0
I'm A Believer,Smash Mouth,0.559,0.972,6,-3.524,1,0.0639,0.0198,6.47e-06,0.393,0.919,82.336,183400,4,24.48016,9,1
Lean Back,Terror Squad,0.799,0.916,1,-3.344,1,0.471,0.11,0,0.0746,0.697,126.687,247427,5,31.95474,8,1
It Won't Be Like This For Long,Darius Rucker,0.584,0.524,4,-6.001,1,0.0287,0.335,0,0.11,0.389,143.863,219000,4,64.5286,9,1
Who Knew,P!nk,0.688,0.733,9,-4.569,1,0.0274,0.00462,0,0.0756,0.459,140.004,208493,4,34.53145,10,1
"Live, Laugh, Love",Clay Walker,0.647,0.746,2,-10.597,1,0.0437,0.195,0,0.0271,0.946,98.991,246267,4,27.97003,11,1
Bassboxxx Clique,MOK,0.572,0.896,5,-4.027,0,0.296,0.0201,0,0.371,0.417,133.258,228533,4,38.11334,12,0
What A Feeling (feat. Paul Wall),Collie Buddz,0.712,0.842,6,-6.119,0,0.132,0.0245,8.02e-06,0.194,0.943,95.479,271627,4,86.8161,10,0
Combat Rock,Sleater-Kinney,0.458,0.883,1,-3.88,0,0.0293,0.00868,0.000141,0.175,0.714,99.165,286933,4,46.96382,14,0
Karukara,Avial,0.634,0.727,0,-8.802,1,0.0295,0.234,0.141,0.0998,0.484,135.009,380533,4,23.13722,13,0
Dem Boyz,Boyz N Da Hood,0.782,0.63,1,-5.683,1,0.162,0.00161,0,0.151,0.295,78.516,256800,4,25.26759,10,1
If You're Gone,matchbox twenty,0.544,0.659,9,-7.191,1,0.0298,0.427,1.33e-06,0.126,0.361,109.933,274933,4,73.29402,12,1
Sweetness,Jimmy Eat World,0.487,0.898,5,-4.436,1,0.038,0.00305,0,0.26,0.597,135.331,220027,4,30.26368,10,1
Tumhi Dekho Naa,Shankar-Ehsaan-Loy,0.525,0.448,2,-10.365,0,0.0391,0.572,1.51e-05,0.107,0.356,81.131,347453,4,41.17917,16,0
